id,firstname,lastname,program,year,gender
2022-2309,Andrea,Hernandez,BSA,3,Female
2022-2310,Bianca,Domingo,BSA,3,Female
2022-2311,Ramon,Abella,BSA,3,Male
2022-2312,Vincent,Ilagan,BSA,3,Male
2022-2313,Andrei,Ramos,BSA,3,Male
2022-2314,Rowena,Santos,BSA,3,Female
2022-2315,Bernadette,Fuentes,BSA,3,Female
2022-2316,Maria,Tolentino,BSA,3,Female
2022-2317,Efren,Buenaventura,BSA,3,Male
2022-2318,Regina,Galang,BSA,3,Female
2022-2319,Hernando,Yap,BSA,3,Male
2022-2320,Rodrigo,Aguilar,BSA,3,Male
2022-2321,Ramon,Kinilayan,BSA,3,Male
2022-2322,Raymond,Ocampo,BSA,3,Male
2022-2323,Gloria,Santiago,BSA,3,Female
2022-2324,Nestor,Abella,BSA,3,Male
2022-2325,Josephine,Regalado,BSA,3,Female
2022-2326,Kyla,Gonzales,BSA,3,Female
2022-2327,Carmen,Santos,BSA,3,Female
2022-2328,Melissa,Fuentes,BSA,3,Female
2022-2329,Josephine,Espina,BSA,3,Female
2022-2330,John,Perez,BSA,3,Male
2022-2331,Patricia,Hipolito,BSA,3,Female
2022-2332,Rowena,Ramos,BSA,3,Female
2022-2333,Emmanuel,Enriquez,BSA,3,Male
2022-2334,Angela,Hipolito,BSA,3,Female
2022-2335,Angelo,Rivera,BSA,3,Male
2022-2336,Felix,Jimenez,BSA,3,Male
2022-2337,Fatima,Guevarra,BSA,3,Female
2022-2338,Daniel,Regalado,BSA,3,Male
2022-2339,Nestor,Obeso,BSA,3,Male
2022-2340,Liza,Aguilar,BSA,3,Female
2022-2341,Kevin,Dela Cruz,BSA,3,Male
2022-2342,Gracia,Macaraeg,BSBA-BE,3,Female
2022-2343,Elmer,Guevarra,BSBA-BE,3,Male
2022-2344,Maricel,Ocampo,BSBA-BE,3,Female
2022-2345,Marisol,Cabanilla,BSBA-BE,3,Female
2022-2346,Rosario,Dalisay,BSBA-BE,3,Female
2022-2347,Regina,Navalta,BSBA-BE,3,Female
2022-2348,Imelda,Ursua,BSBA-BE,3,Female
2022-2349,Rowena,Mendoza,BSBA-BE,3,Female
2022-2350,Luis,Espina,BSBA-BE,3,Male
2022-2351,Imelda,Santiago,BSBA-BE,3,Female
2022-2352,Ricardo,Tinio,BSBA-BE,3,Male
2022-2353,Carla,Serrano,BSBA-BE,3,Female
2022-2354,Bianca,Ilagan,BSBA-BE,3,Female
2022-2355,Nestor,Macaraeg,BSBA-BE,3,Male
2022-2356,Gracia,Kinilayan,BSBA-BE,3,Female
2022-2357,Isidro,Perez,BSBA-BE,3,Male
2022-2358,Bernadette,Ursua,BSBA-BE,3,Female
2022-2359,Elena,Bautista,BSBA-BE,3,Female
2022-2360,Domingo,Mercado,BSBA-BE,3,Male
2022-2361,Kristine,Tinio,BSBA-BE,3,Female
2022-2362,Elmer,Hipolito,BSBA-BE,3,Male
2022-2363,Marisol,Dela Cruz,BSBA-BE,3,Female
2022-2364,Miguel,Ursua,BSBA-BE,3,Male
2022-2365,Hannah,Dela Cruz,BSBA-BE,3,Female
2022-2366,Elmer,Perez,BSBA-BE,3,Male
2022-2367,Fatima,Pascua,BSBA-BE,3,Female
2022-2368,Rosario,Lanuza,BSBA-BE,3,Female
2022-2369,Patrick,Ilagan,BSBA-BE,3,Male
2022-2370,Evelyn,Villanueva,BSBA-BE,3,Female
2022-2371,Diana,Diaz,BSBA-BE,3,Female
2022-2372,Karen,Quijano,BSBA-BE,3,Female
2022-2373,Trisha,Sulit,BSBA-BE,3,Female
2022-2374,Diana,Lanuza,BSBA-BE,3,Female
2022-2375,Trisha,Torres,BSBA-BE,3,Female
2022-2376,Bernadette,Dalisay,BSBA-BE,3,Female
2022-2377,Melissa,Tinio,BSBA-BE,3,Female
2022-2378,Angelo,Hernandez,BSBA-BE,3,Male
2022-2379,Gerald,Perez,BSBA-MM,3,Male
2022-2380,Evelyn,Villanueva,BSBA-MM,3,Female
2022-2381,Lorraine,Ilagan,BSBA-MM,3,Female
2022-2382,Gracia,Galang,BSBA-MM,3,Female
2022-2383,Trisha,Sulit,BSBA-MM,3,Female
2022-2384,Kristine,Quijano,BSBA-MM,3,Female
2022-2385,Ernesto,Villanueva,BSBA-MM,3,Male
2022-2386,Nicole,Cabanilla,BSBA-MM,3,Female
2022-2387,Joanna,Dalisay,BSBA-MM,3,Female
2022-2388,Fatima,Castillo,BSBA-MM,3,Female
2022-2389,Bianca,Morales,BSBA-MM,3,Female
2022-2390,Carla,Ursua,BSBA-MM,3,Female
2022-2391,Bernadette,Rivera,BSBA-MM,3,Female
2022-2392,Mark,Mendoza,BSBA-MM,3,Male
2022-2393,Karen,Manalo,BSBA-MM,3,Female
2022-2394,Nestor,Quijano,BSBA-MM,3,Male
2022-2395,Carlos,Domingo,BSBA-MM,3,Male
2022-2396,Kristine,Quijano,BSBA-MM,3,Female
2022-2397,Paz,Ilagan,BSBA-MM,3,Female
2022-2398,Karen,Lim,BSBA-MM,3,Female
2022-2399,Raymond,Torres,BSBA-MM,3,Male
2022-2400,Bernadette,Pascual,BSBA-MM,3,Female
2022-2401,Nestor,Ignacio,BSBA-MM,3,Male
2022-2402,Angelo,Diaz,BSBA-MM,3,Male
2022-2403,Bernadette,Diaz,BSBA-MM,3,Female
2022-2404,Ryan,Tinio,BSBA-MM,3,Male
2022-2405,Ernesto,Fernandez,BSBA-MM,3,Male
2022-2406,Dante,Ramos,BSBA-MM,3,Male
2022-2407,Paz,Fuentes,BSBA-MM,3,Female
2022-2408,Ana,Aquino,BSBA-MM,3,Female
2022-2409,Patricia,Guevarra,BSBA-MM,3,Female
2022-2410,Hernando,Obeso,BSBA-MM,3,Male
2022-2411,John,Ilagan,BSBA-MM,3,Male
2022-2412,Abigail,Diaz,BSBA-MM,3,Female
2022-2413,Hannah,Pascual,BSBA-MM,3,Female
2022-2414,Abigail,Aquino,BSBA-MM,3,Female
2022-2415,Antonio,Tan,BSBA-MM,3,Male
2022-2416,Carmen,Garcia,BSBA-MM,3,Female
2022-2417,Gracia,Enriquez,BSBA-MM,3,Female
2022-2418,Dante,Javier,BSBA-MM,3,Male
2022-2419,Daniel,Bautista,BSBA-MM,3,Male
2022-2420,Patricia,Quijano,BSBA-MM,3,Female
2022-2421,Carla,Abella,BSHM,3,Female
2022-2422,Patricia,Umali,BSHM,3,Female
2022-2423,Lorraine,Aguilar,BSHM,3,Female
2022-2424,Ernesto,Torres,BSHM,3,Male
2022-2425,Imelda,Regalado,BSHM,3,Female
2022-2426,Elmer,Enriquez,BSHM,3,Male
2022-2427,Melissa,Aquino,BSHM,3,Female
2022-2428,Abigail,Bautista,BSHM,3,Female
2022-2429,Lourdes,Macapagal,BSHM,3,Female
2022-2430,Arvin,Jimenez,BSHM,3,Male
2022-2431,Ramon,Santos,BSHM,3,Male
2022-2432,Joanna,Obeso,BSHM,3,Female
2022-2433,Liza,Sulit,BSHM,3,Female
2022-2434,Noel,Domingo,BSHM,3,Male
2022-2435,Antonio,Enriquez,BSHM,3,Male
2022-2436,Lorraine,Diaz,BSHM,3,Female
2022-2437,Cristina,Torres,BSHM,3,Female
2022-2438,Angela,Soriano,BSHM,3,Female
2022-2439,Luis,Fuentes,BSHM,3,Male
2022-2440,Bianca,Mercado,BSHM,3,Female
2022-2441,Liza,Aguilar,BSHM,3,Female
2022-2442,Elmer,Pascua,BSHM,3,Male
2022-2443,Kyla,Garcia,BSHM,3,Female
2022-2444,Patricia,Enriquez,BSHM,3,Female
2022-2445,Kevin,Flores,BSHM,3,Male
2022-2446,Adrian,Mendoza,BSHM,3,Male
2022-2447,Liza,Yap,BSHM,3,Female
2022-2448,Patricia,Morales,BSHM,3,Female
2022-2449,Renz,Rivera,BSHM,3,Male
2022-2450,Patrick,Zamora,BSHM,3,Male
2022-2451,Maricel,Regalado,BSEcon,3,Female
2022-2452,Fatima,Tinio,BSEcon,3,Female
2022-2453,Gerald,Ursua,BSEcon,3,Male
2022-2454,Evelyn,Perez,BSEcon,3,Female
2022-2455,Florinda,Kinilayan,BSEcon,3,Female
2022-2456,Sheena,Soriano,BSEcon,3,Female
2022-2457,Cristina,Ignacio,BSEcon,3,Female
2022-2458,Carmen,Ignacio,BSEcon,3,Female
2022-2459,Ryan,Mercado,BSEcon,3,Male
2022-2460,Felix,Ignacio,BSEcon,3,Male
2022-2461,Angelo,Salazar,BSEcon,3,Male
2022-2462,Maria,Tolentino,BSEcon,3,Female
2022-2463,Emmanuel,Dalisay,BSEcon,3,Male
2022-2464,Roberto,Dalisay,BSEcon,3,Male
2022-2465,Renz,Morales,BSEcon,3,Male
2022-2466,Karen,Garcia,BSEcon,3,Female
2022-2467,Domingo,Mendoza,BSEcon,3,Male
2022-2468,Adrian,Tolentino,BSEcon,3,Male
2022-2469,Melissa,Rivera,BSEcon,3,Female
2022-2470,Sophia,Villanueva,BSEcon,3,Female
2022-2471,Arvin,Ursua,BSEcon,3,Male
2022-2472,Karen,Garcia,BSEcon,3,Female
2022-2473,Patrick,Espina,BSEcon,3,Male
2022-2474,Gerald,Torres,BSEcon,3,Male
2022-2475,Arvin,Perez,BSEcon,3,Male
2022-2476,Vanessa,Ong,BSEcon,3,Female
2022-2477,Andrea,Rivera,BSEcon,3,Female
2022-2478,Sophia,Pascua,BSEcon,3,Female
2022-2479,Angelo,Ocampo,BSEcon,3,Male
2022-2480,Darius,Kinilayan,BSEcon,3,Male
2022-2481,Elena,Pascual,BSEcon,3,Female
2022-2482,Felix,Ocampo,BSEcon,3,Male
2022-2483,Francis,Perez,BSEntrep,3,Male
2022-2484,Ramon,Aquino,BSEntrep,3,Male
2022-2485,Jerome,Santos,BSEntrep,3,Male
2022-2486,Trisha,Umali,BSEntrep,3,Female
2022-2487,Jasmine,Hernandez,BSEntrep,3,Female
2022-2488,Kevin,Tan,BSEntrep,3,Male
2022-2489,Karen,Hipolito,BSEntrep,3,Female
2022-2490,Maria,Guevarra,BSEntrep,3,Female
2022-2491,Regina,Kinilayan,BSEntrep,3,Female
2022-2492,Patricia,Garcia,BSEntrep,3,Female
2022-2493,Marisol,Macaraeg,BSEntrep,3,Female
2022-2494,Hernando,Rivera,BSEntrep,3,Male
2022-2495,Kristine,Javier,BSEntrep,3,Female
2022-2496,Bernadette,Quijano,BSEntrep,3,Female
2022-2497,Jenny,Garcia,BSEntrep,3,Female
2022-2498,Eduardo,Santiago,BSEntrep,3,Male
2022-2499,Regina,Santos,BSEntrep,3,Female
2022-2500,John,Narvaez,BSEntrep,3,Male
2022-2501,Maricel,Guevarra,BSEntrep,3,Female
2022-2502,Sandra,Ursua,BSEntrep,3,Female
2022-2503,Carmen,Regalado,BSEntrep,3,Female
2022-2504,Lourdes,Hipolito,BSEntrep,3,Female
2022-2505,Maricel,Pascual,BSEntrep,3,Female
2022-2506,Ramon,Umali,BSEntrep,3,Male
2022-2507,Herminia,Cabanilla,BSEntrep,3,Female
2022-2508,Angela,Jimenez,BSEntrep,3,Female
2022-2509,Elena,Aguilar,BSEntrep,3,Female
2022-2510,Ronald,Dela Cruz,BSEntrep,3,Male
2022-2511,Angela,Morales,BSEntrep,3,Female
2022-2512,Felix,Tinio,BSEntrep,3,Male
2022-2513,Carmen,Cruz,BSEntrep,3,Female
2022-2514,Lourdes,Ilagan,BSEntrep,3,Female
2022-2515,Gerald,Serrano,BSEntrep,3,Male
2022-2516,Felix,Tinio,BSEntrep,3,Male
2022-2517,Ana,Ocampo,BSEntrep,3,Female
2022-2518,Jomar,Navarro,BSEntrep,3,Male
2022-2519,Hannah,Garcia,BSEntrep,3,Female
2022-2520,Antonio,Manalo,BSCS,3,Male
2022-2521,Marisol,Navalta,BSCS,3,Female
2022-2522,Christian,Galang,BSCS,3,Male
2022-2523,Ricardo,Lim,BSCS,3,Male
2022-2524,Darius,Dalisay,BSCS,3,Male
2022-2525,Rodrigo,Espina,BSCS,3,Male
2022-2526,Evelyn,Ramos,BSCS,3,Female
2022-2527,Emmanuel,Aquino,BSCS,3,Male
2022-2528,Alfredo,Tolentino,BSCS,3,Male
2022-2529,Angela,Guevarra,BSCS,3,Female
2022-2530,Jerome,Obeso,BSCS,3,Male
2022-2531,Ramon,Yap,BSCS,3,Male
2022-2532,Vanessa,Aquino,BSCS,3,Female
2022-2533,Carla,Manalo,BSCS,3,Female
2022-2534,Rogelio,Villanueva,BSCS,3,Male
2022-2535,Jenny,Cabanilla,BSCS,3,Female
2022-2536,Raymond,Santiago,BSCS,3,Male
2022-2537,Marco,Bautista,BSCS,3,Male
2022-2538,Elena,Perez,BSCS,3,Female
2022-2539,Angelo,Flores,BSCS,3,Male
2022-2540,Jose,Quijano,BSCS,3,Male
2022-2541,Florinda,Flores,BSCS,3,Female
2022-2542,Daniel,Ocampo,BSCS,3,Male
2022-2543,Camille,Salazar,BSCS,3,Female
2022-2544,Andrea,Tolentino,BSCS,3,Female
2022-2545,Andrei,Lacson,BSCS,3,Male
2022-2546,Dante,Ramos,BSCS,3,Male
2022-2547,Jerome,Enriquez,BSCS,3,Male
2022-2548,Kevin,Bautista,BSCS,3,Male
2022-2549,Elmer,Tolentino,BSCS,3,Male
2022-2550,Alvin,Tolentino,BSCS,3,Male
2022-2551,Miguel,Mercado,BSCS,3,Male
2022-2552,Mark,Javier,BSCS,3,Male
2022-2553,Carlos,Pascual,BSCS,3,Male
2022-2554,Fatima,Sulit,BSCS,3,Female
2022-2555,Eduardo,Valencia,BSCS,3,Male
2022-2556,Roberto,Lanuza,BSCS,3,Male
2022-2557,Nicole,Dalisay,BSCS,3,Female
2022-2558,Melissa,Flores,BSCS,3,Female
2022-2559,Patricia,Tan,BSCS,3,Female
2022-2560,Kevin,Valencia,BSCS,3,Male
2022-2561,Nicole,Abella,BSCS,3,Female
2022-2562,Andrei,Torres,BSCS,3,Male
2022-2563,Ferdinand,Navalta,BSCS,3,Male
2022-2564,Michelle,Serrano,BSCS,3,Female
2022-2565,Daniel,Santiago,BSCS,3,Male
2022-2566,Nicole,Ong,BSCS,3,Female
2022-2567,Marisol,Dela Cruz,BSCS,3,Female
2022-2568,Ramon,Santos,BSCS,3,Male
2022-2569,Sheena,Lanuza,BSCS,3,Female
2022-2570,Jerome,Ocampo,BSCS,3,Male
2022-2571,Mark,Mercado,BSCS,3,Male
2022-2572,Antonio,Ramos,BSCS,3,Male
2022-2573,Vincent,Tolentino,BSCS,3,Male
2022-2574,Noel,Rivera,BSCS,3,Male
2022-2575,John,Guevarra,BSCS,3,Male
2022-2576,Carlos,Zamora,BSCS,3,Male
2022-2577,Ana,Reyes,BSCS,3,Female
2022-2578,Elmer,Zamora,BSCS,3,Male
2022-2579,Florinda,Aguilar,BSCS,3,Female
2022-2580,Marisol,Santos,BSCS,3,Female
2022-2581,Christian,Ramos,BSCS,3,Male
2022-2582,Sophia,Regalado,BSCS,3,Female
2022-2583,Christian,Santos,BSCS,3,Male
2022-2584,Carla,Flores,BSCS,3,Female
2022-2585,Jose,Pascual,BSIT,3,Male
2022-2586,Bianca,Navarro,BSIT,3,Female
2022-2587,Florinda,Quijano,BSIT,3,Female
2022-2588,Felix,Lim,BSIT,3,Male
2022-2589,Alfredo,Buenaventura,BSIT,3,Male
2022-2590,Gerald,Macapagal,BSIT,3,Male
2022-2591,Mark,Lacson,BSIT,3,Male
2022-2592,Jose,Ong,BSIT,3,Male
2022-2593,Eduardo,Abella,BSIT,3,Male
2022-2594,Ramon,Umali,BSIT,3,Male
2022-2595,Roberto,Morales,BSIT,3,Male
2022-2596,Isidro,Torres,BSIT,3,Male
2022-2597,Sandra,Ilagan,BSIT,3,Female
2022-2598,Alvin,Reyes,BSIT,3,Male
2022-2599,Eduardo,Alcantara,BSIT,3,Male
2022-2600,Vincent,Ignacio,BSIT,3,Male
2022-2601,Ricardo,Aquino,BSIT,3,Male
2022-2602,Mark,Lim,BSIT,3,Male
2022-2603,Arvin,Cruz,BSIT,3,Male
2022-2604,John,Buenaventura,BSIT,3,Male
2022-2605,Alvin,Ignacio,BSIT,3,Male
2022-2606,Arvin,Ramos,BSIT,3,Male
2022-2607,Alvin,Macaraeg,BSIT,3,Male
2022-2608,Teresa,Zamora,BSIT,3,Female
2022-2609,Michael,Quijano,BSIT,3,Male
2022-2610,Kristoffer,Umali,BSIT,3,Male
2022-2611,Vanessa,Guevarra,BSIT,3,Female
2022-2612,Jose,Jimenez,BSIT,3,Male
2022-2613,Ernesto,Lacson,BSIT,3,Male
2022-2614,Kristoffer,Enriquez,BSIT,3,Male
2022-2615,Dante,Mendoza,BSIT,3,Male
2022-2616,Lourdes,Mendoza,BSIT,3,Female
2022-2617,Ricardo,Santos,BSIT,3,Male
2022-2618,Rodrigo,Torres,BSIT,3,Male
2022-2619,Kyla,Ong,BSIT,3,Female
2022-2620,Patricia,Espina,BSIT,3,Female
2022-2621,Jasmine,Soriano,BSIT,3,Female
2022-2622,Carla,Rivera,BSIT,3,Female
2022-2623,Kristine,Galang,BSIT,3,Female
2022-2624,Francis,Castillo,BSIT,3,Male
2022-2625,Rodrigo,Garcia,BSIT,3,Male
2022-2626,Arvin,Alcantara,BSIT,3,Male
2022-2627,Marco,Ramos,BSIT,3,Male
2022-2628,Ferdinand,Tan,BSIT,3,Male
2022-2629,Carlos,Castillo,BSIT,3,Male
2022-2630,Kristoffer,Macaraeg,BSIT,3,Male
2022-2631,Rogelio,Mendoza,BSIT,3,Male
2022-2632,Cristina,Espina,BSIT,3,Female
2022-2633,Eduardo,Ocampo,BSIT,3,Male
2022-2634,Hernando,Fuentes,BSIT,3,Male
2022-2635,Rosario,Sulit,BSIT,3,Female
2022-2636,Maria,Villanueva,BSIT,3,Female
2022-2637,Kevin,Serrano,BSIT,3,Male
2022-2638,Andrei,Mendoza,BSIT,3,Male
2022-2639,Elmer,Espina,BSIT,3,Male
2022-2640,Marisol,Ignacio,BSIS,3,Female
2022-2641,Kyla,Dela Cruz,BSIS,3,Female
2022-2642,Bianca,Mendoza,BSIS,3,Female
2022-2643,Patrick,Gonzales,BSIS,3,Male
2022-2644,Dante,Pascual,BSIS,3,Male
2022-2645,Kristine,Quijano,BSIS,3,Female
2022-2646,Bianca,Torres,BSIS,3,Female
2022-2647,Florinda,Rivera,BSIS,3,Female
2022-2648,Rowena,Buenaventura,BSIS,3,Female
2022-2649,Eduardo,Aguilar,BSIS,3,Male
2022-2650,Josephine,Morales,BSIS,3,Female
2022-2651,John,Galang,BSIS,3,Male
2022-2652,Paz,Serrano,BSIS,3,Female
2022-2653,Jenny,Castillo,BSIS,3,Female
2022-2654,Michelle,Espina,BSIS,3,Female
2022-2655,Fatima,Diaz,BSIS,3,Female
2022-2656,Melissa,Santiago,BSIS,3,Female
2022-2657,Cristina,Mercado,BSIS,3,Female
2022-2658,Herminia,Ocampo,BSIS,3,Female
2022-2659,Darius,Badillo,BSIS,3,Male
2022-2660,Maria,Lacson,BSIS,3,Female
2022-2661,Elmer,Macaraeg,BSIS,3,Male
2022-2662,Renz,Morales,BSIS,3,Male
2022-2663,Rosario,Macapagal,BSIS,3,Female
2022-2664,Andrea,Abella,BSIS,3,Female
2022-2665,Carla,Aquino,BSIS,3,Female
2022-2666,Elmer,Aquino,BSIS,3,Male
2022-2667,Andrea,Aguilar,BSIS,3,Female
2022-2668,Sheena,Villanueva,BSIS,3,Female
2022-2669,Jasmine,Galang,BSIS,3,Female
2022-2670,Roberto,Ursua,BSIS,3,Male
2022-2671,Sheena,Gonzales,BSIS,3,Female
2022-2672,Jomar,Cabanilla,BSIS,3,Male
2022-2673,Sandra,Resurreccion,BSIS,3,Female
2022-2674,Claire,Villanueva,BSIS,3,Female
2022-2675,Camille,Ignacio,BSIS,3,Female
2022-2676,Efren,Rivera,BSIS,3,Male
2022-2677,Antonio,Obeso,BSIS,3,Male
2022-2678,Francis,Rivera,BSIS,3,Male
2022-2679,Imelda,Espina,BSIS,3,Female
2022-2680,Vanessa,Navalta,BSIS,3,Female
2022-2681,Patrick,Ramos,BSIS,3,Male
2022-2682,Bernadette,Santos,BSIS,3,Female
2022-2683,Elmer,Lim,BSIS,3,Male
2022-2684,Marisol,Fernandez,BSIS,3,Female
2022-2685,Josephine,Torres,BSIS,3,Female
2022-2686,Ernesto,Umali,BSIS,3,Male
2022-2687,Michelle,Santiago,BSIS,3,Female
2022-2688,Adrian,Tolentino,BSIS,3,Male
2022-2689,Eduardo,Hipolito,BSIS,3,Male
2022-2690,Daniel,Bautista,BSCA,3,Male
2022-2691,Cristina,Narvaez,BSCA,3,Female
2022-2692,Trisha,Kinilayan,BSCA,3,Female
2022-2693,Roberto,Villanueva,BSCA,3,Male
2022-2694,Ana,Mercado,BSCA,3,Female
2022-2695,Jasmine,Cruz,BSCA,3,Female
2022-2696,Regina,Cruz,BSCA,3,Female
2022-2697,Dante,Abella,BSCA,3,Male
2022-2698,Hernando,Salazar,BSCA,3,Male
2022-2699,Teresa,Alcantara,BSCA,3,Female
2022-2700,Michelle,Salazar,BSCA,3,Female
2022-2701,Dante,Aquino,BSCA,3,Male
2022-2702,Imelda,Sulit,BSCA,3,Female
2022-2703,Ronald,Guevarra,BSCA,3,Male
2022-2704,Herminia,Cruz,BSCA,3,Female
2022-2705,Joanna,Hernandez,BSCA,3,Female
2022-2706,Gerald,Yap,BSCA,3,Male
2022-2707,Ernesto,Fuentes,BSCA,3,Male
2022-2708,Noel,Cabanilla,BSCA,3,Male
2022-2709,Francis,Dela Cruz,BSCA,3,Male
2022-2710,Renato,Tolentino,BSCA,3,Male
2022-2711,Patrick,Guevarra,BSCA,3,Male
2022-2712,Kristine,Reyes,BSCA,3,Female
2022-2713,Sophia,Galang,BSCA,3,Female
2022-2714,Sandra,Galang,BSCA,3,Female
2022-2715,Paz,Espina,BSCA,3,Female
2022-2716,Domingo,Perez,BSCA,3,Male
2022-2717,Kristoffer,Lacson,BSCA,3,Male
2022-2718,Lourdes,Guevarra,BSCA,3,Female
2022-2719,Josephine,Reyes,BSCA,3,Female
2022-2720,Jenny,Serrano,BSCA,3,Female
2022-2721,Patricia,Lanuza,BSCA,3,Female
2022-2722,Marco,Macaraeg,BSCA,3,Male
2022-2723,Melissa,Pascua,BSCA,3,Female
2022-2724,Angela,Quijano,BSCA,3,Female
2023-0001,Isidro,Soriano,BSMETE,2,Male
2023-0002,Ernesto,Fuentes,BSMETE,2,Male
2023-0003,Ryan,Yap,BSMETE,2,Male
2023-0004,Antonio,Serrano,BSMETE,2,Male
2023-0005,Gracia,Villanueva,BSMETE,2,Female
2023-0006,Marisol,Ignacio,BSMETE,2,Female
2023-0007,Marisol,Lanuza,BSMETE,2,Female
2023-0008,Paz,Fuentes,BSMETE,2,Female
2023-0009,Miguel,Cabanilla,BSMETE,2,Male
2023-0010,Dante,Ilagan,BSMETE,2,Male
2023-0011,Patricia,Hipolito,BSMETE,2,Female
2023-0012,Hernando,Buenaventura,BSMETE,2,Male
2023-0013,Miguel,Lim,BSMETE,2,Male
2023-0014,Daniel,Navalta,BSMETE,2,Male
2023-0015,Liza,Ong,BSMETE,2,Female
2023-0016,Ricardo,Villanueva,BSMETE,2,Male
2023-0017,Evelyn,Buenaventura,BSMETE,2,Female
2023-0018,Gerald,Castillo,BSMETE,2,Male
2023-0019,Marisol,Galang,BSMETE,2,Female
2023-0020,Josephine,Fernandez,BSMETE,2,Female
2023-0021,Vanessa,Perez,BSMETE,2,Female
2023-0022,Elena,Navarro,BSMETE,2,Female
2023-0023,Maria,Macaraeg,BSMETE,2,Female
2023-0024,Imelda,Alcantara,BSMETE,2,Female
2023-0025,Vanessa,Galang,BSMETE,2,Female
2023-0026,Teresa,Torres,BSMETE,2,Female
2023-0027,Nicole,Hipolito,BSMETE,2,Female
2023-0028,Florinda,Alcantara,BSMETE,2,Female
2023-0029,Jasmine,Narvaez,BSMETE,2,Female
2023-0030,Kristoffer,Diaz,BSMETE,2,Male
2023-0031,Bianca,Dalisay,BSMETE,2,Female
2023-0032,Adrian,Navarro,BSMETE,2,Male
2023-0033,Francis,Jimenez,BSMETE,2,Male
2023-0034,Fatima,Regalado,BSMETE,2,Female
2023-0035,Ryan,Tinio,BSMETE,2,Male
2023-0036,Carlos,Diaz,BSMETE,2,Male
2023-0037,Camille,Abella,BSMETE,2,Female
2023-0038,Maria,Resurreccion,BSMETE,2,Female
2023-0039,Claire,Ong,BSMETE,2,Female
2023-0040,Cynthia,Dalisay,BSMETE,2,Female
2023-0041,Trisha,Espina,BSMETE,2,Female
2023-0042,Fatima,Dela Cruz,BSMETE,2,Female
2023-0043,Renato,Hipolito,BSMETE,2,Male
2023-0044,Cynthia,Castillo,BSMETE,2,Female
2023-0045,Elmer,Narvaez,BSMETE,2,Male
2023-0046,Noel,Fernandez,BSMETE,2,Male
2023-0047,Teresa,Espina,BET-CHET,2,Female
2023-0048,Liza,Tan,BET-CHET,2,Female
2023-0049,Kevin,Mercado,BET-CHET,2,Male
2023-0050,Andrea,Tolentino,BET-CHET,2,Female
2023-0051,Karen,Navarro,BET-CHET,2,Female
2023-0052,Fatima,Mercado,BET-CHET,2,Female
2023-0053,Andrea,Torres,BET-CHET,2,Female
2023-0054,Bernadette,Serrano,BET-CHET,2,Female
2023-0055,Lorraine,Jimenez,BET-CHET,2,Female
2023-0056,Bernadette,Hernandez,BET-CHET,2,Female
2023-0057,Herminia,Hernandez,BET-CHET,2,Female
2023-0058,Josephine,Kinilayan,BET-CHET,2,Female
2023-0059,Bianca,Navalta,BET-CHET,2,Female
2023-0060,Ferdinand,Santos,BET-CHET,2,Male
2023-0061,Vincent,Buenaventura,BET-CHET,2,Male
2023-0062,Sophia,Lacson,BET-CHET,2,Female
2023-0063,Sheena,Sulit,BET-CHET,2,Female
2023-0064,Teresa,Narvaez,BET-CHET,2,Female
2023-0065,Imelda,Tinio,BET-CHET,2,Female
2023-0066,Teresa,Sulit,BET-CHET,2,Female
2023-0067,Lourdes,Cruz,BET-CHET,2,Female
2023-0068,Carlos,Ramos,BET-CHET,2,Male
2023-0069,Cristina,Santos,BET-CHET,2,Female
2023-0070,Bianca,Ramos,BET-CHET,2,Female
2023-0071,Patricia,Ramos,BET-CHET,2,Female
2023-0072,Camille,Espina,BET-CHET,2,Female
2023-0073,Joanna,Macaraeg,BET-CHET,2,Female
2023-0074,Josephine,Flores,BET-CHET,2,Female
2023-0075,Bianca,Fernandez,BET-CHET,2,Female
2023-0076,Elena,Mendoza,BET-CHET,2,Female
2023-0077,Antonio,Aquino,BET-CHET,2,Male
2023-0078,Patricia,Lanuza,BET-ELET,2,Female
2023-0079,Andrei,Tinio,BET-ELET,2,Male
2023-0080,Claire,Bautista,BET-ELET,2,Female
2023-0081,Josephine,Rivera,BET-ELET,2,Female
2023-0082,Diana,Villanueva,BET-ELET,2,Female
2023-0083,Patrick,Dalisay,BET-ELET,2,Male
2023-0084,Gerald,Buenaventura,BET-ELET,2,Male
2023-0085,Kristine,Enriquez,BET-ELET,2,Female
2023-0086,Ricardo,Fernandez,BET-ELET,2,Male
2023-0087,Florinda,Enriquez,BET-ELET,2,Female
2023-0088,Kevin,Zamora,BET-ELET,2,Male
2023-0089,Jose,Badillo,BET-ELET,2,Male
2023-0090,Jerome,Aquino,BET-ELET,2,Male
2023-0091,Elmer,Ocampo,BET-ELET,2,Male
2023-0092,Carlos,Valencia,BET-ELET,2,Male
2023-0093,Emmanuel,Mercado,BET-ELET,2,Male
2023-0094,Ricardo,Enriquez,BET-ELET,2,Male
2023-0095,Antonio,Manalo,BET-ELET,2,Male
2023-0096,Roberto,Badillo,BET-ELET,2,Male
2023-0097,Elmer,Galang,BET-ELET,2,Male
2023-0098,Noel,Garcia,BET-ELET,2,Male
2023-0099,Lorraine,Kinilayan,BET-ELET,2,Female
2023-0100,Carlos,Mendoza,BET-ELET,2,Male
